State,Account_Length,Area_Code,International_Plan,VMail_Plan,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,International_Mins,International_calls,CustServ_Calls,Churn
15,94,510,0,0,0.6970128022759602,112,0.4960131976904042,91,0.6447014523937601,105,0.485,6,1,0
46,46,408,0,0,0.559601706970128,85,0.5661259279626065,74,0.520172135556751,112,0.5599999999999999,5,3,0
26,73,408,0,1,0.3732574679943101,98,0.2928237558427275,97,0.5338891877353416,96,0.51,6,2,0
6,146,408,0,1,0.4256045519203414,96,0.6593346164421227,124,0.727003765465304,135,0.37000000000000005,4,2,0
32,93,415,0,0,0.6822190611664296,70,0.6923288424525709,99,0.3910704679935449,112,0.545,10,1,0
35,52,408,0,1,0.4042674253200569,77,0.5306571350013748,97,0.6191500806885423,88,0.55,4,1,0
10,202,510,0,0,0.3283072546230441,137,0.49133901567225735,70,0.43706293706293703,113,0.30000000000000004,3,3,0
23,129,510,0,1,0.5490753911806544,99,0.6180918339290624,87,0.4690693921463152,91,0.515,8,2,0
6,94,415,0,0,0.5863442389758179,49,0.6175419301622216,115,0.6280258203335126,74,0.65,1,1,0
1,100,415,0,0,0.456045519203414,138,0.6084685180093484,92,0.342119419042496,120,0.5599999999999999,2,0,0
49,43,415,0,0,0.5687055476529161,108,0.7929612317844377,80,0.4233458848843464,103,0.5650000000000001,7,1,0
30,130,415,0,0,0.6062588904694168,105,0.5669507836128678,108,0.37708445400753093,93,0.44500000000000006,3,0,0
50,124,415,0,0,0.5072546230440967,102,0.6461369260379434,120,0.5823023130715438,119,0.545,1,3,0
45,92,510,1,0,0.7177809388335705,120,0.569150398680231,112,0.7030661646046262,95,0.6000000000000001,5,3,1
46,48,415,0,0,0.5624466571834993,64,0.3758592246356887,126,0.5949435180204411,81,0.66,5,4,0
35,98,510,0,1,0.31607396870554766,105,0.5991201539730547,101,0.6048951048951049,108,0.33,3,2,0
26,100,415,0,0,0.2745376955903272,86,0.5779488589496837,133,0.33136094674556216,106,0.625,3,1,1
19,79,415,0,0,0.4463726884779517,109,0.33599120153973056,87,0.4462076385153308,103,0.5650000000000001,5,3,0
45,164,415,0,0,0.3507823613086771,78,0.4674182018146824,85,0.38380849919311455,78,0.635,2,1,0
32,105,415,0,0,0.5510668563300142,108,0.5037118504261754,124,0.7275416890801506,72,0.54,5,1,0
2,89,408,1,0,0.588620199146515,134,0.4610943084960132,105,0.35637439483593325,86,0.545,4,0,0
29,126,415,0,0,0.7106685633001423,96,0.7200989826780313,92,0.3862291554599247,108,0.635,4,3,1
50,96,408,0,0,0.40967283072546234,102,0.617816882045642,73,0.5500268961807423,91,0.5,7,1,0
12,120,415,0,1,0.8520625889046942,83,0.449271377508936,84,0.33216783216783213,88,0.58,5,0,0
40,212,415,0,0,0.6429587482219061,127,0.8375034368985428,83,0.42495965572888644,132,0.63,4,2,1
27,72,415,0,0,0.3914651493598862,106,0.39455595270827604,94,0.6737493275954815,110,0.48,6,2,0
11,155,415,1,1,0.602275960170697,121,0.3827330217211988,123,0.33216783216783213,89,0.555,3,1,0
44,89,415,0,0,0.25519203413940256,80,0.4943634863898818,81,0.3294782140935987,120,0.47500000000000003,4,2,0
50,126,408,1,0,0.5621621621621622,126,0.6777563926312895,112,0.7049488972565896,104,0.625,8,2,0
1,172,408,0,0,0.7681365576102419,102,0.7055265328567502,111,0.39080150618612153,104,0.6000000000000001,5,2,1
45,75,415,0,0,0.6392603129445235,116,0.5279076161671707,79,0.5083378160301237,98,0.5650000000000001,11,3,0
48,143,510,0,0,0.5527738264580371,99,0.33984052790761615,133,0.5548682087143626,99,0.51,2,2,0
9,166,510,1,0,0.13570412517780941,89,0.7269727797635414,95,0.5701990317374933,97,0.66,3,0,1
16,132,415,0,0,0.5408250355618777,105,0.5009623315919713,116,0.6901559978483056,105,0.65,2,1,0
33,94,408,1,0,0.2546230440967283,94,0.9345614517459444,106,0.4026358257127488,76,0.395,1,1,1
34,99,415,0,0,0.5194879089615931,83,0.4248006598845202,111,0.46476600322754164,57,0.605,5,0,0
45,136,415,0,1,0.5846372688477952,86,0.8207313720098983,119,0.5137170521785906,104,0.34500000000000003,4,1,0
16,119,415,0,0,0.6586059743954481,82,0.7338465768490513,97,0.5051102743410436,118,0.37000000000000005,10,1,0
27,115,510,1,0,0.7149359886201992,69,0.6942535056365136,96,0.25578267885960193,112,0.49500000000000005,1,3,1
24,160,415,0,0,0.48705547652916076,103,0.6695078361286775,121,0.41689080150618607,92,0.65,3,2,0
28,166,510,0,0,0.5630156472261736,89,0.6901292273852075,113,0.30957504034427114,85,0.5599999999999999,2,2,0
4,120,510,0,0,0.3834992887624467,94,0.5611767940610393,106,0.5788058095750404,109,0.335,8,1,0
49,173,415,0,0,0.5445234708392603,114,0.4632939235633764,138,0.2315761161915008,99,0.515,3,1,0
14,156,415,0,0,0.49644381223328593,65,0.5427550178718724,116,0.5790747713824638,86,0.53,2,0,0
34,70,415,0,0,0.5046941678520627,125,0.621941160296948,104,0.6210328133405056,72,0.545,4,0,0
33,41,510,0,0,0.5180654338549076,89,0.581523233434149,104,0.49542764927380306,124,0.34,1,1,0
1,132,408,0,0,0.6327169274537696,85,0.45477041517734396,76,0.4981172673480366,97,0.5599999999999999,4,0,0
16,47,510,1,0,0.1359886201991465,120,0.4918889194390982,123,0.34803657880580957,96,0.665,7,0,1
28,160,510,0,0,0.3465149359886202,97,0.24553203189441847,97,0.34292630446476596,92,0.515,5,1,0
36,180,415,0,0,0.4082503556187767,121,0.52048391531482,111,0.4080150618612157,82,0.44000000000000006,5,3,0
44,93,415,0,0,0.4691322901849218,68,0.5784987627165247,86,0.5545992469069393,104,0.39,4,2,0
35,109,415,0,0,0.5507823613086771,58,0.4088534506461369,115,0.6974179666487359,105,0.655,1,2,0
50,80,510,0,0,0.287624466571835,121,0.7236733571624965,110,0.307961269499731,74,0.365,5,0,0
32,54,415,0,1,0.26258890469416785,88,0.5309320868847951,98,0.20467993544916618,119,0.58,3,2,0
1,121,415,0,0,0.48051209103840686,128,0.3406653835578774,99,0.6538461538461539,105,0.145,7,2,0
7,157,510,0,1,0.6236130867709815,102,0.5664008798460269,109,0.45508337816030126,117,0.75,5,1,0
13,170,510,0,1,0.5066856330014224,130,0.6675831729447347,103,0.5911780527165142,93,0.65,4,0,0
2,138,510,0,0,0.4167852062588905,101,0.782238108331042,142,0.4109736417428725,98,0.7000000000000001,6,3,0
13,92,415,0,1,0.4901849217638692,116,0.7319219136651086,91,0.551371705217859,90,0.5900000000000001,5,1,0
43,126,415,0,0,0.5431009957325748,143,0.4116029694803409,72,0.45239376008606774,87,0.65,3,1,0
32,41,415,0,0,0.6603129445234709,74,0.8993676106681331,88,0.5467993544916622,119,0.545,2,3,1
47,167,415,0,0,0.4813655761024182,124,0.4764916139675557,108,0.5199031737493276,64,0.6200000000000001,4,4,1
44,91,510,0,0,0.35220483641536277,107,0.8770965081110805,125,0.5766541151156536,78,0.365,4,2,0
39,127,510,0,0,0.27311522048364156,117,0.4866648336541105,68,0.37385691231845075,127,0.485,4,3,0
27,88,408,0,1,0.2657183499288763,106,0.6928787462194116,92,0.4459386767079075,104,0.545,1,1,0
39,113,415,0,0,0.2577524893314367,130,0.46906791311520485,100,0.307154384077461,74,0.27,9,1,0
34,78,510,0,0,0.4349928876244666,81,0.7055265328567502,82,0.4045185583647122,112,0.265,6,2,0
43,123,408,0,0,0.7337126600284495,92,0.5817981853175694,71,0.4467455621301775,104,0.47000000000000003,2,2,0
8,136,408,1,1,0.2423897581792319,98,0.6334891394006049,85,0.5927918235610543,104,0.45,3,2,0
25,68,415,0,1,0.45519203413940257,72,0.5072862249106407,119,0.49784830554061327,101,0.305,10,1,0
35,132,415,0,1,0.5203413940256046,54,0.8039593071212537,68,0.32033351264120496,116,0.5750000000000001,4,0,0
18,133,415,0,0,0.6150782361308678,67,0.6109430849601319,133,0.4540075309306078,95,0.15500000000000003,1,2,0
9,127,415,0,0,0.7445234708392603,105,0.49986252405828985,107,0.20898332436793976,131,0.165,5,0,0
47,110,415,0,0,0.6862019914651494,105,0.47924113280175973,85,0.5973641742872513,59,0.42500000000000004,4,2,0
49,121,510,0,0,0.5041251778093884,142,0.3395655760241958,88,0.5110274341043571,51,0.42000000000000004,6,1,0
34,116,510,0,0,0.2546230440967283,128,0.4971130052240858,137,0.4569661108122646,94,0.7000000000000001,3,2,0
29,112,415,1,1,0.5698435277382646,72,0.5438548254055541,91,0.34400215169445936,92,0.52,3,1,0
38,97,510,1,0,0.41251778093883357,103,0.8091833929062414,93,0.5825712748789672,120,0.55,2,4,1
25,43,510,0,0,0.45376955903271693,99,0.3291174044542205,149,0.40532544378698226,126,0.34,3,2,0
15,110,415,0,0,0.4318634423897582,106,0.37943359912015395,126,0.5656266810112964,112,0.5599999999999999,8,3,0
45,67,408,0,0,0.5012802275960171,120,0.6488864448721474,138,0.3477676169983862,104,0.53,4,1,0
23,166,408,0,0,0.43271692745376955,95,0.33269177893868573,105,0.47014523937600855,126,0.49000000000000005,5,0,0
8,129,408,0,0,0.45889046941678524,122,0.6065438548254055,95,0.541958041958042,104,0.48,3,1,0
37,103,510,1,0,0.48847795163584634,78,0.3973054715424801,86,0.3622915545992469,106,0.34,3,3,0
44,71,415,0,0,0.7934566145092461,110,0.5229584822656035,67,0.6239913932221625,84,0.585,7,0,1
6,112,415,0,1,0.6059743954480797,121,0.621941160296948,101,0.4480903711672943,99,0.555,3,4,0
1,8,415,0,1,0.6910384068278805,67,0.46989276876546604,59,0.41447014523937603,130,0.24,12,1,0
43,98,415,0,0,0.6179231863442389,121,0.8342040142974979,73,0.46772458310919846,71,0.6200000000000001,2,0,1
6,90,415,0,0,0.5004267425320057,111,0.7841627715149848,115,0.3431952662721894,122,0.65,7,1,0
25,13,415,0,0,0.8625889046941678,133,0.46879296123178443,86,0.549757934373319,80,0.5750000000000001,3,0,1
2,58,415,0,0,0.6796586059743955,107,0.5147099257629915,88,0.42469069392146314,84,0.5900000000000001,3,2,0
4,137,415,0,1,0.5394025604551921,42,0.49216387132251854,137,0.4206562668101129,126,0.5700000000000001,5,2,0
22,116,408,0,0,0.3792318634423898,94,0.6813307671157548,126,0.5266272189349113,78,0.5650000000000001,5,5,1
49,94,415,0,1,0.2637268847795164,107,0.351388507011273,86,0.5443786982248521,86,0.49500000000000005,4,3,0
8,87,415,0,0,0.5041251778093884,72,0.6843552378333791,105,0.47767616998386225,87,0.43,7,3,0
9,120,415,0,0,0.5248933143669986,103,0.574649436348639,86,0.39402904787520165,70,0.51,6,2,0
0,97,415,0,1,0.50099573257468,109,0.4382733021721199,81,0.6613770844540077,94,0.605,9,0,0
13,134,415,0,0,0.5823613086770981,108,0.39345614517459443,105,0.38353953738569124,84,0.55,4,6,0
35,68,510,0,0,0.4085348506401138,80,0.36926037943359913,65,0.5174825174825175,84,0.775,5,2,0
30,93,408,0,0,0.510099573257468,93,0.5191091558977179,65,0.6186121570736955,88,0.605,5,1,0
19,120,415,0,0,0.39061166429587485,100,0.5834478966180918,129,0.3483055406132329,92,0.525,2,1,0
40,41,408,0,0,0.6765291607396872,92,0.6145174594445972,155,0.5223238300161378,90,0.51,6,2,0
37,80,510,0,0,0.5795163584637268,92,0.5949958757217487,97,0.35233996772458304,66,0.38,5,2,0
35,83,415,0,1,0.5442389758179232,95,0.6893043717349464,136,0.6083916083916084,86,0.8800000000000001,5,2,0
27,109,510,1,0,0.5948790896159317,141,0.5636513610118229,93,0.25874125874125875,111,0.39,3,2,0
17,66,510,0,1,0.25263157894736843,104,0.30134726422875996,94,0.402097902097902,107,0.355,9,3,0
13,104,510,0,0,0.2765291607396871,88,0.4278251306021446,85,0.6412049488972567,105,0.6200000000000001,5,0,0
47,89,510,0,0,0.39231863442389764,96,0.5295573274676931,63,0.6253362022592792,125,0.55,5,1,0
49,127,510,0,0,0.6381223328591751,112,0.5105856475116854,103,0.3663259817105971,83,0.5,1,2,0
39,117,408,0,1,0.5906116642958749,65,0.41985152598295294,77,0.5637439483593331,95,0.485,3,1,0
16,128,510,0,0,0.7627311522048366,95,0.3313170195215837,126,0.5314685314685316,121,0.7200000000000001,6,2,0
33,88,415,0,0,0.47425320056899,61,0.4929887269727798,88,0.5903711672942442,131,0.34,7,4,1
29,61,408,0,0,0.7598862019914653,104,0.4960131976904042,131,0.5578267885960194,106,0.8650000000000001,4,1,1
9,22,415,0,0,0.5172119487908963,108,0.5460544404729172,148,0.4932759548144163,96,0.4650000000000001,3,2,0
50,78,415,0,0,0.4184921763869132,80,0.5490789111905416,100,0.36982248520710054,106,0.685,7,0,0
47,56,415,0,1,0.10725462304409675,115,0.3962056640087984,111,0.5470683162990856,101,0.24500000000000002,3,1,0
5,192,415,0,0,0.5263157894736842,88,0.6183667858124828,98,0.5088757396449705,105,0.5700000000000001,3,2,0
48,70,415,0,0,0.44495021337126606,108,0.47016772064888646,116,0.46503496503496505,96,0.43,4,2,0
16,148,510,0,0,0.680796586059744,84,0.5380808358537256,85,0.5632060247444863,104,0.545,3,1,0
39,65,415,0,1,0.6130867709815079,129,0.4451470992576299,77,0.28267885960193656,91,0.44000000000000006,5,2,0
26,119,510,0,0,0.3837837837837838,70,0.581523233434149,74,0.44459386767079073,105,0.5650000000000001,6,1,0
5,80,415,0,0,0.5541963015647227,116,0.5771240032994226,93,0.459655728886498,100,0.6400000000000001,3,0,0
6,152,408,0,1,0.6802275960170697,105,0.5749243882320594,111,0.6589564281871975,130,0.665,3,5,0
9,113,510,0,0,0.26344238975817924,85,0.48831454495463295,92,0.3674018289402905,72,0.7200000000000001,4,3,0
46,75,510,0,0,0.5957325746799431,133,0.581523233434149,121,0.7208176438945669,123,0.36000000000000004,4,1,0
35,80,415,0,0,0.5621621621621622,83,0.4522958482265603,86,0.19042495965572886,98,0.32000000000000006,6,1,0
30,148,408,0,0,0.05007112375533429,121,0.4445971954907891,125,0.4838622915545992,82,0.53,6,1,0
39,63,415,1,0,0.17894736842105263,112,0.5578773714599945,111,0.6342119419042497,58,0.44500000000000006,8,1,0
9,97,415,0,1,0.5755334281650072,97,0.1902667033269178,84,0.6304464766003228,64,0.335,3,1,0
20,166,415,0,0,0.3871977240398293,116,0.4987627165246082,93,0.29101667563206024,108,0.5650000000000001,4,0,0
50,94,408,0,0,0.5889046941678521,109,0.460269452845752,80,0.5782678859601936,117,0.13,6,1,0
9,85,408,0,1,0.5914651493598863,95,0.6420126477866374,88,0.5328133405056482,92,0.675,3,1,0
42,80,415,1,0,0.786628733997155,122,0.5378058839703052,79,0.5032275416890802,78,0.36000000000000004,3,1,1
27,210,415,0,1,0.8927453769559034,87,0.4061039318119329,103,0.4558902635825712,97,0.505,7,3,0
15,88,415,1,1,0.8207681365576103,114,0.5592521308770966,74,0.5519096288327058,117,0.65,5,1,0
12,100,408,0,0,0.6000000000000001,85,0.9054165521033819,69,0.2794513179128563,78,0.47000000000000003,5,4,0
49,154,408,0,1,0.1846372688477952,76,0.506186417376959,91,0.34534696073157606,75,0.73,1,1,0
44,32,510,0,1,0.6927453769559033,137,0.6510860599395106,108,0.4037116729424422,149,0.45,9,1,0
10,18,408,0,0,0.5604551920341394,97,0.5600769865273577,107,0.4809037116729424,105,0.435,3,3,0
0,126,415,0,1,0.790896159317212,88,0.6961781688204564,65,0.5379236148466918,114,0.435,4,0,0
44,144,510,0,1,0.6256045519203415,102,0.6106681330767115,77,0.2563206024744486,111,0.5,4,1,0
25,29,510,0,0,0.8910384068278805,103,0.5947209238383283,151,0.5250134480903712,106,0.6400000000000001,4,2,1
2,86,408,0,1,0.41450924608819345,88,0.5251580973329667,129,0.5172135556750942,82,0.5650000000000001,7,0,0
0,138,415,0,1,0.21564722617354196,102,0.4773164696178169,147,0.37493275954814415,96,0.41,13,0,0
0,146,415,0,0,0.557325746799431,86,0.6285400054990377,82,0.7538999462076386,94,0.61,4,3,0
21,175,415,0,0,0.3755334281650071,95,0.635688754467968,74,0.7805271651425497,108,0.435,10,1,0
49,74,510,0,0,0.352773826458037,102,0.7206488864448722,101,0.6589564281871975,98,0.585,2,2,0
6,48,415,0,0,0.48904694167852064,98,0.4371734946384383,127,0.31280258203335126,101,0.38,3,2,0
10,74,510,0,1,0.7095305832147938,70,0.576024195765741,59,0.4233458848843464,75,0.49500000000000005,2,4,0
33,105,415,1,0,0.6497866287339972,100,0.39895518284300246,108,0.5973641742872513,140,0.385,7,0,0
46,157,510,0,0,0.47965860597439547,71,0.5639263128952433,48,0.4104357181280258,88,0.29500000000000004,2,3,0
7,217,415,0,0,0.3519203413940256,138,0.6832554302996976,105,0.6627218934911243,78,0.665,4,0,0
42,68,415,0,0,0.5083926031294452,61,0.6937036018696728,84,0.6253362022592792,76,0.42000000000000004,4,1,0
37,80,415,0,0,0.3220483641536273,86,0.5100357437448446,97,0.5758472296933836,145,0.47500000000000003,5,1,0
25,38,415,0,1,0.40512091038406833,106,0.8625240582897993,109,0.2781065088757396,117,0.67,6,2,0
27,107,415,0,1,0.5809388335704125,57,0.5661259279626065,92,0.7081764389456697,80,0.41500000000000004,4,0,0
5,140,415,0,0,0.4258890469416785,71,0.5842727522683531,97,0.5989779451317914,67,0.63,4,3,0
2,98,415,0,0,0.6460881934566145,116,0.3313170195215837,103,0.25228617536309844,102,0.23500000000000001,4,5,1
38,114,415,0,0,0.4418207681365577,75,0.46714324993126205,87,0.4943518020441097,133,0.63,5,2,0
23,46,408,0,0,0.44495021337126606,105,0.5100357437448446,98,0.5473372781065089,96,0.5900000000000001,3,1,0
32,118,415,0,1,0.42304409672830723,105,0.45999450096233163,105,0.6654115115653578,105,0.52,7,0,0
44,37,510,0,0,0.772972972972973,112,0.4264503711850426,96,0.4741796664873588,97,0.33,4,3,0
29,34,415,0,0,0.5510668563300142,74,0.3489139400604894,84,0.5325443786982249,166,0.44000000000000006,4,0,0
25,98,415,1,1,0.6984352773826459,54,0.804784162771515,83,0.43249058633674015,90,0.54,7,1,0
33,113,510,0,0,0.6978662873399716,108,0.7145999450096232,140,0.48708983324367944,115,0.535,2,3,1
37,69,408,0,0,0.5578947368421052,87,0.6510860599395106,66,0.4279182356105433,75,0.5950000000000001,1,0,0
45,121,415,0,0,0.38150782361308677,112,0.5364311245532032,104,0.3668639053254438,139,0.525,2,2,0
31,59,510,1,1,0.6401137980085349,78,0.525982952983228,79,0.5473372781065089,79,0.455,3,1,0
49,59,510,0,0,0.5396870554765292,100,0.31866923288424526,133,0.5309306078536848,115,0.37000000000000005,4,0,0
37,190,415,0,0,0.406543385490754,96,0.48913940060489414,96,0.24233458848843464,117,0.33,4,0,0
17,109,415,0,0,0.4995732574679943,80,0.6543854825405554,94,0.471221086605702,103,0.51,6,1,0
24,136,415,0,0,0.262873399715505,109,0.6021446246906791,115,0.5094136632598171,80,0.645,4,2,0
43,86,510,0,0,0.2640113798008535,92,0.4388232059389607,87,0.33754706831629905,115,0.44000000000000006,5,1,0
23,100,415,0,1,0.6307254623044096,100,0.6491613967555677,70,0.4558902635825712,91,0.4,4,0,0
9,106,510,0,0,0.4540540540540541,94,0.7610668133076712,118,0.5387305002689619,65,0.44000000000000006,3,0,0
38,104,415,0,0,0.411095305832148,107,0.49628814957382456,85,0.5454545454545455,94,0.8500000000000001,6,2,0
49,129,415,0,0,0.45263157894736844,100,0.556777563926313,90,0.564550833781603,96,0.5750000000000001,6,2,0
15,205,510,0,0,0.1419630156472262,123,0.4143524883145449,81,0.4437869822485207,67,0.505,4,2,0
36,93,415,0,1,0.332574679943101,120,0.6389881770690129,97,0.28106508875739644,112,0.55,9,0,0
29,123,415,0,0,0.4267425320056899,98,0.24690679131152046,95,0.8144163528778914,91,0.555,3,3,0
8,99,415,0,0,0.7237553342816502,120,0.4379983502886995,92,0.6487358795051102,94,0.30000000000000004,5,1,0
22,61,415,0,1,0.7701280227596017,53,0.5518284300247457,116,0.48009682625067235,102,0.545,3,3,0
14,71,415,0,0,0.5889046941678521,112,0.4778663733846577,96,0.4174287251210328,61,0.605,3,1,0
44,4,510,1,0,0.413371266002845,89,0.8353038218311796,93,0.4919311457772996,82,0.44500000000000006,4,0,0
14,148,408,0,1,0.656330014224751,102,0.6428375034368986,109,0.5180204410973642,90,0.675,2,3,0
47,141,415,0,0,0.4310099573257468,104,0.6659334616442122,114,0.7557826788596019,109,0.54,2,1,0
32,56,408,0,0,0.41564722617354194,57,0.5394555952708275,97,0.7716514254975795,110,0.45999999999999996,3,0,0
20,160,415,0,0,0.7283072546230441,111,0.5152598295298323,61,0.25793437331898866,81,0.5750000000000001,4,3,0
45,43,408,0,1,0.5695590327169274,105,0.6719824030794611,88,0.49488972565895634,97,0.58,4,3,0
26,42,415,0,0,0.4287339971550498,52,0.6783062963981303,96,0.21678321678321677,118,0.35000000000000003,4,2,0
6,135,415,1,0,0.5291607396870555,107,0.18146824305746495,94,0.5107584722969338,105,0.645,4,1,0
1,106,415,0,0,0.6056899004267425,110,0.5141600219961506,69,0.2821409359870898,71,0.315,3,3,0
49,106,510,0,0,0.5541963015647227,133,0.5867473192191367,73,0.4507799892415277,92,0.5750000000000001,7,0,0
24,83,415,0,1,0.77524893314367,105,0.6956282650536156,83,0.4238838084991931,123,0.435,6,3,0
28,110,415,0,0,0.38435277382645805,109,0.5642012647786637,99,0.384884346422808,119,0.585,4,1,0
2,153,408,0,0,0.43982930298719775,56,0.7231234533956558,84,0.9265734265734266,89,0.775,2,1,0
10,109,510,0,1,0.6557610241820768,116,0.7308221061314271,130,0.6629908552985476,69,0.53,6,5,0
9,31,510,0,0,0.47055476529160745,84,0.5600769865273577,107,0.48009682625067235,65,0.41,1,1,0
18,124,510,0,0,0.40768136557610246,120,0.634313995050866,111,0.5139860139860141,91,0.39,2,4,1
44,110,415,0,0,0.7712660028449503,108,0.6516359637063514,122,0.5828402366863906,122,0.49000000000000005,5,2,1
3,124,415,0,0,0.721194879089616,104,0.3241682705526533,123,0.6059709521247983,104,0.7000000000000001,2,0,0
34,82,415,0,0,0.47539118065433855,77,0.3623865823480891,79,0.4416352877891339,98,0.47000000000000003,1,6,1
17,122,415,0,0,0.47880512091038413,96,0.24085784987627162,91,0.6024744486282948,87,0.42000000000000004,6,1,0
1,137,415,0,0,0.29786628733997156,115,0.6868298047841628,144,0.45481441635287795,99,0.44500000000000006,2,1,0
15,69,510,0,0,0.38520625889046944,101,0.6546604344239758,124,0.4636901559978483,102,0.53,2,1,0
15,46,415,0,1,0.5445234708392603,102,0.9947759142150124,96,0.3343195266272189,132,0.36000000000000004,2,1,0
9,103,415,0,0,0.4514935988620199,90,0.5455045367060765,117,0.42469069392146314,76,0.525,4,1,0
32,16,510,0,0,0.4119487908961594,84,0.453395655760242,141,0.5602474448628295,75,0.41,4,2,0
1,119,415,0,0,0.2810810810810811,97,0.4039043167445697,68,0.45051102743410426,105,0.5,4,3,0
23,124,510,1,0,0.4489331436699858,71,0.5587022271102556,114,0.3913394298009682,82,0.5,2,3,1
34,122,415,0,1,0.4637268847795164,107,0.8600494913390158,118,0.47552447552447547,85,0.58,5,1,0
20,139,415,0,0,0.516642958748222,119,0.9230134726422876,118,0.3405056481979559,64,0.41500000000000004,6,4,0
16,67,510,0,0,0.36699857752489334,78,0.5169095408303547,116,0.5696611081226466,102,0.5599999999999999,3,2,0
49,84,408,0,0,0.2446657183499289,83,0.7167995600769865,86,0.20279720279720276,109,0.44500000000000006,4,1,0
13,101,510,0,1,0.5516358463726885,71,0.5218586747319219,81,0.4655728886498118,97,0.63,7,0,0
18,40,510,0,0,0.31123755334281655,107,0.6728072587297222,102,0.6823561054330285,123,0.355,7,0,0
22,61,415,0,0,0.5374110953058322,105,0.4223260929337366,116,0.5112963959117806,106,0.51,2,2,0
42,120,408,1,0,0.5118065433854908,72,0.4674182018146824,98,0.45024206562668095,89,0.6900000000000001,2,1,1
4,95,415,0,0,0.5217638691322902,98,0.7734396480615893,95,0.22054868208714362,113,0.41,8,1,0
9,98,408,0,0,0.8196301564722618,101,0.3791586472367336,93,0.49300699300699297,88,0.0,0,0,0
18,114,415,0,0,0.4813655761024182,96,0.41215287324718175,83,0.46718665949435184,119,0.22999999999999998,4,2,0
14,68,415,1,1,0.5561877667140825,113,0.47181743194940884,96,0.4862829478214093,85,0.675,9,1,1
1,149,415,0,1,0.7522048364153627,102,0.6037943359912015,123,0.4766003227541689,89,0.5650000000000001,3,2,0
6,22,408,0,0,0.590896159317212,116,0.5790486664833654,99,0.5782678859601936,88,0.48,5,0,0
38,176,415,0,0,0.4822190611664296,151,0.31042067638163323,84,0.08983324367939752,99,0.435,4,0,0
43,152,415,0,0,0.40256045519203415,102,0.7231234533956558,94,0.49462076385153303,113,0.17,4,2,0
45,118,408,0,0,0.44039829302987205,71,0.6708825955457794,73,0.3668639053254438,81,0.6400000000000001,4,0,0
24,101,415,1,0,0.37980085348506404,51,0.6037943359912015,96,0.5024206562668101,74,0.585,4,1,0
26,102,408,0,0,0.7772403982930298,85,0.5804234259004674,82,0.48547606239913926,129,0.655,7,2,1
28,118,408,0,0,0.6389758179231864,94,0.6211163046466869,120,0.6611081226465843,105,0.625,8,2,0
9,105,415,0,0,0.7789473684210527,97,0.796535606268903,106,0.6613770844540077,126,0.29,3,2,1
48,153,510,0,0,0.45376955903271693,103,0.7574924388232059,90,0.41285637439483586,126,0.505,2,1,1
17,71,415,0,0,0.2958748221906117,92,0.5416552103381909,125,0.23372781065088755,123,0.73,8,0,0
20,71,415,0,1,0.3283072546230441,90,0.5977453945559528,78,0.5828402366863906,102,0.655,4,1,0
15,68,415,0,0,0.6318634423897582,107,0.5482540555402805,102,0.3743948359332975,107,0.47000000000000003,3,2,0
19,66,415,0,0,0.3311522048364154,98,0.26285400054990377,74,0.42576654115115653,94,0.525,3,3,0
28,101,415,0,0,0.6193456614509246,118,0.6370635138850701,128,0.4359870898332437,128,0.0,0,3,0
46,116,415,0,0,0.36813655761024183,84,0.43249931262029145,89,0.5172135556750942,77,0.665,3,0,0
6,54,415,0,1,0.4603129445234709,73,0.7506186417376959,58,0.35153308230231306,76,0.685,4,0,0
45,112,408,0,1,0.5655761024182078,122,0.6560351938410778,114,0.7162452931683702,69,0.5750000000000001,5,1,0
25,122,408,0,1,0.42048364153627316,85,0.40527907616167175,93,0.48493813878429265,110,0.7000000000000001,5,1,0
0,74,415,0,0,0.7462304409672832,114,0.5468792961231784,96,0.38380849919311455,90,0.33,5,3,0
50,90,415,0,0,0.70099573257468,83,0.44074786912290354,88,0.3972565895642819,99,0.38,7,1,0
34,112,415,0,0,0.49587482219061174,123,0.38548254055540276,124,0.5169445938676709,89,0.45,6,4,1
27,85,510,0,0,0.5217638691322902,111,0.46411877921363764,98,0.47471759010220543,97,0.49500000000000005,4,4,0
14,100,415,0,0,0.545945945945946,95,0.5523783337915865,101,0.6689080150618611,74,0.91,3,1,0
35,114,415,0,0,0.5342816500711238,109,0.4250756117679406,97,0.5129101667563206,102,0.505,3,2,0
39,83,510,0,0,0.7388335704125177,106,0.41985152598295294,116,0.541958041958042,92,0.51,2,0,0
50,157,415,1,0,0.5132290184921764,123,0.5334066538355787,98,0.548951048951049,88,0.42000000000000004,5,0,0
37,51,510,0,0,0.14736842105263157,107,0.6329392356337641,104,0.5494889725658957,118,0.52,4,2,0
33,42,415,0,0,0.8645803698435277,106,0.6384382733021721,54,0.3332436793975255,76,0.29,3,1,1
28,101,415,0,1,0.3519203413940256,125,0.47456695078361283,106,0.692038730500269,127,0.44000000000000006,4,1,1
37,112,510,0,0,0.5866287339971551,122,0.4522958482265603,94,0.31495427649273805,101,0.63,7,3,0
28,56,510,0,0,0.4674253200568991,92,0.6425625515534781,107,0.4413663259817106,104,0.5900000000000001,1,2,0
